Eps    1: ENVT  101: ENVR   -204.9 :EC  0:TS  101: R   -278.0 :eps 1.000:Act ((Robot(R1): Node(25)->Node(57)),(Robot(R2): Node(24)->Node(56)),(Robot(R3): Node(32)->Node(62)),(Robot(R4): Node(21)->Node(53)),(Robot(R5): Node(69)->Node(9)),(Robot(R6): Node(10)->Node(44)),(Robot(R7): Node(105)->Node(65)),(Robot(R8): Node(76)->Node(10)),(Robot(R9): Node(41)->Node(6))) 
Eps 3642: ENVT  101: ENVR   -388.2 :EC  0:TS  101: R   -284.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(64)->Node(104)),(None: None->None),(Robot(R8): Node(67)->Node(7)),(Robot(R9): Node(93)->Node(33))) 
Eps 3643: ENVT  101: ENVR   -388.2 :EC  0:TS  101: R   -273.8 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(13)->Node(79)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3644: ENVT  101: ENVR   -388.2 :EC  0:TS  101: R   -424.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(22)->Node(82)),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(14)->Node(74)),(None: None->None)) 
Eps 3645: ENVT  101: ENVR   -311.7 :EC  0:TS  101: R   -341.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3646: ENVT  101: ENVR   -311.7 :EC  0:TS  101: R   -328.0 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(75)->Node(15)),(Robot(R3): Node(33)->Node(63)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(6)->Node(66)),(None: None->None)) 
Eps 3647: ENVT  101: ENVR   -311.7 :EC  0:TS  101: R   -257.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(29)->Node(95))) 
Eps 3648: ENVT  101: ENVR   -311.7 :EC  0:TS  101: R   -311.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(1)->Node(37)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3649: ENVT  101: ENVR   -311.7 :EC  0:TS  101: R   -278.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(55)->Node(22)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3650: ENVT  101: ENVR   -384.1 :EC  0:TS  101: R   -335.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(39)->Node(99)),(None: None->None),(None: None->None)) 
Eps 3651: ENVT  101: ENVR   -384.1 :EC  0:TS  101: R   -350.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(95)->Node(35)),(None: None->None)) 
Eps 3652: ENVT  101: ENVR   -384.1 :EC  0:TS  101: R   -345.9 :eps 0.000:Act ((Robot(R1): Node(63)->Node(32)),(None: None->None),(None: None->None),(Robot(R4): Node(93)->Node(33)),(None: None->None),(Robot(R6): Node(22)->Node(54)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3653: ENVT  101: ENVR   -384.1 :EC  0:TS  101: R   -254.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(13)->Node(47)),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(2)->Node(38))) 
Eps 3654: ENVT  101: ENVR   -384.1 :EC  0:TS  101: R   -311.1 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(23)->Node(55)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(15)->Node(49)),(None: None->None),(None: None->None)) 
Eps 3655: ENVT  101: ENVR   -297.6 :EC  0:TS  101: R   -344.8 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(85)->Node(25)),(None: None->None),(None: None->None),(Robot(R6): Node(26)->Node(86)),(Robot(R7): Node(79)->Node(19)),(Robot(R8): Node(40)->Node(5)),(None: None->None)) 
Eps 3656: ENVT  101: ENVR   -297.6 :EC  0:TS  101: R   -356.8 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(71)->Node(11)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3657: ENVT  101: ENVR   -297.6 :EC  0:TS  101: R   -193.7 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(85)->Node(25)),(None: None->None),(None: None->None),(Robot(R5): Node(95)->Node(35)),(Robot(R6): Node(45)->Node(10)),(Robot(R7): Node(61)->Node(30)),(None: None->None),(None: None->None)) 
Eps 3658: ENVT  101: ENVR   -297.6 :EC  0:TS  101: R   -322.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3659: ENVT  101: ENVR   -297.6 :EC  0:TS  101: R   -370.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(96)->Node(36))) 
Eps 3660: ENVT  101: ENVR   -269.4 :EC  0:TS  101: R   -274.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(10)->Node(70)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3661: ENVT  101: ENVR   -269.4 :EC  0:TS  101: R   -364.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(66)->Node(0)),(None: None->None),(None: None->None)) 
Eps 3662: ENVT  101: ENVR   -269.4 :EC  0:TS  101: R   -317.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(44)->Node(9)),(None: None->None),(None: None->None),(Robot(R7): Node(9)->Node(43)),(None: None->None),(None: None->None)) 
Eps 3663: ENVT  101: ENVR   -269.4 :EC  0:TS  101: R   -263.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(29)->Node(95))) 
Eps 3664: ENVT  101: ENVR   -269.4 :EC  0:TS  101: R   -345.6 :eps 0.000:Act ((Robot(R1): Node(12)->Node(72)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3665: ENVT  101: ENVR   -265.5 :EC  0:TS  101: R   -306.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(63)->Node(32)),(None: None->None)) 
Eps 3666: ENVT  101: ENVR   -265.5 :EC  0:TS  101: R   -293.4 :eps 0.000:Act ((Robot(R1): Node(75)->Node(15)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(15)->Node(81)),(None: None->None),(None: None->None)) 
Eps 3667: ENVT  101: ENVR   -265.5 :EC  0:TS  101: R   -299.1 :eps 0.000:Act ((Robot(R1): Node(83)->Node(23)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(5)->Node(71)),(None: None->None),(Robot(R8): Node(23)->Node(55)),(None: None->None)) 
Eps 3668: ENVT  101: ENVR   -265.5 :EC  0:TS  101: R   -272.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(30)->Node(90)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3669: ENVT  101: ENVR   -265.5 :EC  0:TS  101: R   -375.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(21)->Node(87)),(None: None->None),(None: None->None),(Robot(R8): Node(24)->Node(84)),(None: None->None)) 
Eps 3670: ENVT  101: ENVR   -399.0 :EC  0:TS  101: R   -350.9 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(21)->Node(53)),(Robot(R6): Node(26)->Node(58)),(None: None->None),(None: None->None),(Robot(R9): Node(54)->Node(21))) 
Eps 3671: ENVT  101: ENVR   -399.0 :EC  0:TS  101: R   -270.4 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(55)->Node(22)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3672: ENVT  101: ENVR   -399.0 :EC  0:TS  101: R   -377.6 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(40)->Node(5)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3673: ENVT  101: ENVR   -399.0 :EC  0:TS  101: R   -402.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(62)->Node(102)),(None: None->None),(None: None->None)) 
Eps 3674: ENVT  101: ENVR   -399.0 :EC  0:TS  101: R   -413.9 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(50)->Node(17)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(26)->Node(58)),(None: None->None),(None: None->None)) 
Eps 3675: ENVT  101: ENVR   -409.1 :EC  0:TS  101: R   -352.7 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(50)->Node(17)),(None: None->None),(Robot(R4): Node(97)->Node(37)),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(77)->Node(17)),(None: None->None)) 
Eps 3676: ENVT  101: ENVR   -409.1 :EC  0:TS  101: R   -330.1 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(89)->Node(29)),(Robot(R4): Node(23)->Node(89)),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(31)->Node(61)),(None: None->None)) 
Eps 3677: ENVT  101: ENVR   -409.1 :EC  0:TS  101: R   -319.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(70)->Node(4)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3678: ENVT  101: ENVR   -409.1 :EC  0:TS  101: R   -313.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R5): Node(19)->Node(51)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3679: ENVT  101: ENVR   -409.1 :EC  0:TS  101: R   -326.6 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(80)->Node(14)),(Robot(R4): Node(15)->Node(49)),(Robot(R5): Node(16)->Node(76)),(Robot(R6): Node(12)->Node(46)),(Robot(R7): Node(9)->Node(75)),(None: None->None),(None: None->None)) 
Eps 3680: ENVT  101: ENVR   -335.6 :EC  0:TS  101: R   -311.3 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(23)->Node(55)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3681: ENVT  101: ENVR   -335.6 :EC  0:TS  101: R   -323.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3682: ENVT  101: ENVR   -335.6 :EC  0:TS  101: R   -294.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(71)->Node(11)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(10)->Node(70))) 
Eps 3683: ENVT  101: ENVR   -335.6 :EC  0:TS  101: R   -332.5 :eps 0.000:Act ((Robot(R1): Node(104)->Node(64)),(None: None->None),(None: None->None),(Robot(R4): Node(93)->Node(33)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3684: ENVT  101: ENVR   -335.6 :EC  0:TS  101: R   -266.2 :eps 0.000:Act ((None: None->None),(Robot(R2): Node(39)->Node(4)),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(40)->Node(5)),(None: None->None),(None: None->None),(Robot(R9): Node(21)->Node(53))) 
Eps 3685: ENVT  101: ENVR   -360.1 :EC  0:TS  101: R   -347.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(15)->Node(81)),(None: None->None),(None: None->None),(Robot(R9): Node(75)->Node(15))) 
Eps 3686: ENVT  101: ENVR   -360.1 :EC  0:TS  101: R   -275.8 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(13)->Node(47))) 
Eps 3687: ENVT  101: ENVR   -360.1 :EC  0:TS  101: R   -298.0 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R7): Node(45)->Node(10)),(None: None->None),(None: None->None)) 
Eps 3688: ENVT  101: ENVR   -360.1 :EC  0:TS  101: R   -263.6 :eps 0.000:Act ((Robot(R1): Node(84)->Node(18)),(Robot(R2): Node(97)->Node(37)),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(93)->Node(33)),(None: None->None),(None: None->None),(Robot(R9): Node(41)->Node(6))) 
Eps 3689: ENVT  101: ENVR   -360.1 :EC  0:TS  101: R   -300.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(102)->Node(62)),(None: None->None),(None: None->None),(Robot(R9): Node(14)->Node(48))) 
Eps 3690: ENVT  101: ENVR   -249.7 :EC  0:TS  101: R   -270.5 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3691: ENVT  101: ENVR   -249.7 :EC  0:TS  101: R   -371.3 :eps 0.000:Act ((Robot(R1): Node(29)->Node(95)),(None: None->None),(None: None->None),(Robot(R4): Node(36)->Node(1)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3692: ENVT  101: ENVR   -249.7 :EC  0:TS  101: R   -400.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(25)->Node(57))) 
Eps 3693: ENVT  101: ENVR   -249.7 :EC  0:TS  101: R   -359.5 :eps 0.000:Act ((Robot(R1): Node(89)->Node(29)),(None: None->None),(Robot(R3): Node(39)->Node(99)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3694: ENVT  101: ENVR   -249.7 :EC  0:TS  101: R   -407.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(102)->Node(62)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3695: ENVT  101: ENVR   -274.9 :EC  0:TS  101: R   -242.0 :eps 0.000:Act ((Robot(R1): Node(67)->Node(7)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3696: ENVT  101: ENVR   -274.9 :EC  0:TS  101: R   -331.6 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(44)->Node(9)),(None: None->None),(Robot(R5): Node(19)->Node(51)),(None: None->None),(None: None->None),(Robot(R8): Node(39)->Node(4)),(None: None->None)) 
Eps 3697: ENVT  101: ENVR   -274.9 :EC  0:TS  101: R   -334.7 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(62)->Node(102)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3698: ENVT  101: ENVR   -274.9 :EC  0:TS  101: R   -256.9 :eps 0.000:Act ((Robot(R1): Node(41)->Node(6)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3699: ENVT  101: ENVR   -274.9 :EC  0:TS  101: R   -319.7 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(72)->Node(6)),(None: None->None),(None: None->None),(Robot(R6): Node(58)->Node(27)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3700: ENVT  101: ENVR   -250.3 :EC  0:TS  101: R   -231.4 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(45)->Node(10)),(Robot(R4): Node(91)->Node(31)),(Robot(R5): Node(5)->Node(71)),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3701: ENVT  101: ENVR   -250.3 :EC  0:TS  101: R   -191.5 :eps 0.000:Act ((Robot(R1): Node(4)->Node(40)),(Robot(R2): Node(6)->Node(66)),(None: None->None),(None: None->None),(None: None->None),(Robot(R6): Node(10)->Node(70)),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3702: ENVT  101: ENVR   -250.3 :EC  0:TS  101: R   -385.1 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(40)->Node(100)),(None: None->None),(None: None->None),(Robot(R6): Node(31)->Node(61)),(None: None->None),(None: None->None),(Robot(R9): Node(100)->Node(40))) 
Eps 3703: ENVT  101: ENVR   -250.3 :EC  0:TS  101: R   -249.7 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(61)->Node(30)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(30)->Node(90)),(Robot(R9): Node(62)->Node(102))) 
Eps 3704: ENVT  101: ENVR   -250.3 :EC  0:TS  101: R   -260.1 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(Robot(R4): Node(39)->Node(99)),(None: None->None),(Robot(R6): Node(63)->Node(32)),(None: None->None),(Robot(R8): Node(99)->Node(39)),(None: None->None)) 
Eps 3705: ENVT  101: ENVR   -359.5 :EC  0:TS  101: R   -326.9 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(17)->Node(83)),(Robot(R4): Node(11)->Node(77)),(None: None->None),(None: None->None),(None: None->None),(Robot(R8): Node(77)->Node(17)),(None: None->None)) 
Eps 3706: ENVT  101: ENVR   -359.5 :EC  0:TS  101: R   -393.5 :eps 0.000:Act ((None: None->None),(None: None->None),(Robot(R3): Node(99)->Node(39)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3707: ENVT  101: ENVR   -359.5 :EC  0:TS  101: R   -285.1 :eps 0.000:Act ((Robot(R1): Node(15)->Node(49)),(None: None->None),(None: None->None),(Robot(R4): Node(13)->Node(47)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3708: ENVT  101: ENVR   -359.5 :EC  0:TS  101: R   -360.2 :eps 0.000:Act ((None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None)) 
Eps 3709: ENVT  101: ENVR   -359.5 :EC  0:TS  101: R   -292.1 :eps 0.000:Act ((Robot(R1): Node(26)->Node(58)),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(None: None->None),(Robot(R9): Node(21)->Node(53))) 
